wavelength,reflectance,class
778,0.37207239127347846,Forest
781,0.37397698523863465,Forest
784,0.375853223493806,Forest
787,0.3777015282005153,Forest
790,0.37952231523511915,Forest
793,0.38131599428238194,Forest
796,0.38308296892765625,Forest
799,0.38482363674769193,Forest
802,0.3865383894000919,Forest
805,0.38822761271143713,Forest
808,0.38989168676409913,Forest
811,0.39153098598176006,Forest
814,0.39314587921365984,Forest
817,0.39473672981758856,Forest
820,0.3963038957416435,Forest
823,0.397847729604769,Forest
826,0.39936857877609744,Forest
829,0.4008667854531085,Forest
832,0.40234268673862517,Forest
835,0.40379661471666317,Forest
838,0.4052288965271513,Forest
841,0.40663985443953954,Forest
844,0.40802980592531046,Forest
847,0.4093990637294125,Forest
850,0.4107479359406281,Forest
853,0.4120767260608953,Forest
856,0.41338573307359716,Forest
859,0.41467525151083395,Forest
862,0.41594557151969413,Forest
865,0.41719697892753893,Forest
868,0.41842975530631465,Forest
871,0.41964417803590714,Forest
874,0.42084052036655417,Forest
877,0.42201905148032703,Forest
880,0.42318003655169834,Forest
883,0.42432373680720725,Forest
886,0.4254504095842361,Forest
889,0.4265603083889129,Forest
892,0.4276536829531512,Forest
895,0.4287307792908407,Forest
898,0.42979183975320134,Forest
901,0.43083710308331347,Forest
904,0.4318668044698363,Forest
907,0.43288117559992567,Forest
910,0.43388044471136544,Forest
913,0.4348648366439213,Forest
916,0.4358345728899309,Forest
919,0.43678987164414085,Forest
922,0.4377309478528011,Forest
925,0.4386580132620287,Forest
928,0.4395712764654517,Forest
931,0.44047094295114386,Forest
934,0.44135721514785997,Forest
937,0.4422302924705832,Forest
940,0.44309037136539453,Forest
943,0.44393764535367386,Forest
946,0.4447723050756429,Forest
949,0.44559453833326035,Forest
952,0.44640453013247805,Forest
955,0.44720246272486797,Forest
958,0.4479885156486296,Forest
961,0.4487628657689873,Forest
964,0.4495256873179845,Forest
967,0.4502771519336882,Forest
970,0.45101742869880723,Forest
973,0.45174668417873676,Forest
976,0.45246508245903616,Forest
979,0.4531727851823495,Forest
982,0.45386995158477506,Forest
985,0.45455673853169454,Forest
988,0.45523330055306843,Forest
991,0.4558997898782059,Forest
994,0.4565563564700168,Forest
997,0.4572031480587543,Forest
400,0.22451714787309207,Water
403,0.21809394262792148,Water
406,0.21190714719189807,Water
409,0.2059480603643396,Water
412,0.2002083011973217,Water
415,0.19467979720858808,Water
418,0.18935477302829257,Water
421,0.18422573946360354,Water
424,0.17928548296579233,Water
427,0.17452705548499153,Water
430,0.16994376469835493,Water
433,0.1655291645978752,Water
436,0.1612770464246234,Water
439,0.15718142993665796,Water
442,0.15323655499832434,Water
445,0.1494368734791146,Water
448,0.1457770414506948,Water
451,0.142251911671125,Water
454,0.13885652634570192,Water
457,0.1355861101542432,Water
460,0.13243606353500642,Water
463,0.12940195621579717,Water
466,0.12647952098316895,Water
469,0.12366464768095077,Water
472,0.12095337742966286,Water
475,0.11834189705868982,Water
478,0.11582653374338109,Water
481,0.11340374983953597,Water
484,0.1110701379080085,Water
487,0.10882241592243452,Water
490,0.10665742265334133,Water
493,0.1045721132221476,Water
496,0.10256355481880121,Water
499,0.10062892257703172,Water
502,0.09876549560141663,Water
505,0.0969706531406738,Water
508,0.09524187090179798,Water
511,0.0935767174998579,Water
514,0.09197285103846037,Water
517,0.09042801581607263,Water
520,0.08894003915357025,Water
523,0.0875068283385491,Water
526,0.0861263676821036,Water
529,0.0847967156839321,Water
532,0.08351600230178197,Water
535,0.0822824263213946,Water
538,0.08109425282325101,Water
541,0.07994981074255528,Water
544,0.07884749051902434,Water
547,0.07778574183317857,Water
550,0.07676307142594951,Water
553,0.07577804099853822,Water
556,0.07482926518957048,Water
559,0.0739154096267042,Water
562,0.0730351890499483,Water
565,0.072187365504054,Water
568,0.07137074659743634,Water
571,0.07058418382517692,Water
574,0.06982657095374964,Water
577,0.06909684246519746,Water
580,0.06839397205857212,Water
583,0.06771697120652943,Water
586,0.0670648877650497,Water
589,0.06643680463432822,Water
592,0.06583183846895267,Water
595,0.06524913843555297,Water
598,0.06468788501617664,Water
601,0.06414728885570664,Water
604,0.06362658965170064,Water
607,0.06312505508509036,Water
610,0.06264197979023733,Water
613,0.062176684362896036,Water
616,0.061728514404689884,Water
619,0.061296839602755546,Water
622,0.060881052843261646,Water
625,0.06048056935755489,Water
628,0.06009482589973277,Water
631,0.05972327995448618,Water
634,0.05936540897409785,Water
637,0.059020709643523545,Water
640,0.05868869717252226,Water
643,0.05836890461384013,Water
646,0.05806088220648884,Water
649,0.057764196743195155,Water
652,0.057478430961131755,Water
655,0.057203182955072665,Water
658,0.056938065612147766,Water
661,0.05668270606740152,Water
664,0.056436745179390214,Water
667,0.056199837025080066,Water
670,0.05597164841333598,Water
673,0.05575185841631662,Water
676,0.0555401579181167,Water
679,0.055336249180021814,Water
682,0.055139845421764325,Water
685,0.05495067041819132,Water
688,0.05476845811077748,Water
691,0.05459295223343645,Water
694,0.05442390595210437,Water
697,0.05426108151758884,Water
700,0.05410424993119494,Water
703,0.053953190622658034,Water
706,0.053807691139930516,Water
709,0.05366754685038611,Water
712,0.053532560653021484,Water
715,0.05340254270125051,Water
718,0.05327731013590122,Water
721,0.05315668682803992,Water
724,0.0530405031312609,Water
727,0.05292859564309318,Water
730,0.05282080697518887,Water
733,0.05271698553196988,Water
736,0.05261698529742162,Water
739,0.052520665629733974,Water
742,0.0524278910635005,Water
745,0.05233853111919795,Water
748,0.05225246011967789,Water
751,0.05216955701341252,Water
754,0.052089705204245995,Water
757,0.052012792387411896,Water
760,0.0519387103915861,Water
763,0.05186735502675308,Water
766,0.05179862593767148,Water
769,0.05173242646273305,Water
772,0.051668663498016305,Water
775,0.051607247366343804,Water
778,0.05154809169115885,Water
781,0.05149111327504419,Water
784,0.05143623198271197,Water
787,0.051383370628300284,Water
790,0.05133245486681778,Water
793,0.051283413089583826,Water
796,0.05123617632351697,Water
799,0.051190678134130196,Water
802,0.05114685453209645,Water
805,0.05110464388325312,Water
808,0.05106398682191886,Water
811,0.05102482616740076,Water
814,0.050987106843574645,Water
817,0.05095077580142512,Water
820,0.05091578194443671,Water
823,0.05088207605673096,Water
826,0.05084961073384846,Water
829,0.05081834031607852,Water
832,0.050788220824242725,Water
835,0.0507592098978419,Water
838,0.050731266735479716,Water
841,0.050704352037478986,Water
844,0.05067842795061005,Water
847,0.050653458014853374,Water
850,0.0506294071121217,Water
853,0.05060624141686941,Water
856,0.050583928348519776,Water
859,0.050562436525643184,Water
862,0.05054173572182181,Water
865,0.050521796823138725,Water
868,0.05050259178723168,Water
871,0.050484093603853884,Water
874,0.05046627625688642,Water
877,0.05044911468774876,Water
880,0.05043258476015604,Water
883,0.05041666322617339,Water
886,0.05040132769351976,Water
889,0.050386556594075003,Water
892,0.05037232915354622,Water
895,0.050358625362250435,Water
898,0.05034542594697273,Water
901,0.05033271234386006,Water
904,0.050320466672312825,Water
907,0.05030867170983728,Water
910,0.05029731086782361,Water
913,0.05028636816821543,Water
916,0.050275828221038044,Water
919,0.050265676202753705,Water
922,0.050255897835413635,Water
925,0.05024647936657726,Water
928,0.050237407549970574,Water
931,0.05022866962685644,Water
934,0.05022025330809042,Water
937,0.05021214675683724,Water
940,0.050204338571923204,Water
943,0.050196817771801475,Water
946,0.05018957377910743,Water
949,0.05018259640578252,Water
952,0.05017587583874561,Water
955,0.050169402626091736,Water
958,0.05016316766379881,Water
961,0.05015716218292356,Water
964,0.05015137773726879,Water
967,0.05014580619150451,Water
970,0.05014043970972628,Water
973,0.05013527074443468,Water
976,0.050130292025920425,Water
979,0.05012549655204009,Water
982,0.05012087757836823,Water
985,0.05011642860871189,Water
988,0.05011214338597429,Water
991,0.05010801588335475,Water
994,0.05010404029587248,Water
997,0.05010021103220239,Water
400,0.15,Soil
403,0.151,Soil
406,0.152,Soil
409,0.153,Soil
412,0.154,Soil
415,0.155,Soil
418,0.156,Soil
421,0.157,Soil
424,0.158,Soil
427,0.159,Soil
430,0.16,Soil
433,0.161,Soil
436,0.162,Soil
439,0.163,Soil
442,0.164,Soil
445,0.16499999999999998,Soil
448,0.166,Soil
451,0.16699999999999998,Soil
454,0.16799999999999998,Soil
457,0.16899999999999998,Soil
460,0.16999999999999998,Soil
463,0.17099999999999999,Soil
466,0.172,Soil
469,0.173,Soil
472,0.174,Soil
475,0.175,Soil
478,0.176,Soil
481,0.177,Soil
484,0.178,Soil
487,0.179,Soil
490,0.18,Soil
493,0.181,Soil
496,0.182,Soil
499,0.183,Soil
502,0.184,Soil
505,0.185,Soil
508,0.186,Soil
511,0.187,Soil
514,0.188,Soil
517,0.189,Soil
520,0.19,Soil
523,0.191,Soil
526,0.192,Soil
529,0.193,Soil
532,0.194,Soil
535,0.195,Soil
538,0.196,Soil
541,0.197,Soil
544,0.198,Soil
547,0.199,Soil
550,0.2,Soil
553,0.201,Soil
556,0.202,Soil
559,0.20299999999999999,Soil
562,0.204,Soil
565,0.205,Soil
568,0.206,Soil
571,0.207,Soil
574,0.20800000000000002,Soil
577,0.209,Soil
580,0.21,Soil
583,0.211,Soil
586,0.212,Soil
589,0.213,Soil
592,0.21400000000000002,Soil
595,0.215,Soil
598,0.216,Soil
601,0.217,Soil
604,0.218,Soil
607,0.219,Soil
610,0.22,Soil
613,0.221,Soil
616,0.222,Soil
619,0.223,Soil
622,0.224,Soil
625,0.22499999999999998,Soil
628,0.22599999999999998,Soil
631,0.22699999999999998,Soil
634,0.228,Soil
637,0.229,Soil
640,0.22999999999999998,Soil
643,0.23099999999999998,Soil
646,0.23199999999999998,Soil
649,0.23299999999999998,Soil
652,0.23399999999999999,Soil
655,0.235,Soil
658,0.236,Soil
661,0.237,Soil
664,0.238,Soil
667,0.239,Soil
670,0.24,Soil
673,0.241,Soil
676,0.242,Soil
679,0.243,Soil
682,0.244,Soil
685,0.245,Soil
688,0.246,Soil
691,0.247,Soil
694,0.248,Soil
697,0.249,Soil
700,0.25,Soil
703,0.251,Soil
706,0.252,Soil
709,0.253,Soil
712,0.254,Soil
715,0.255,Soil
718,0.256,Soil
721,0.257,Soil
724,0.258,Soil
727,0.259,Soil
730,0.26,Soil
733,0.261,Soil
736,0.262,Soil
739,0.263,Soil
742,0.264,Soil
745,0.265,Soil
748,0.266,Soil
751,0.267,Soil
754,0.268,Soil
757,0.269,Soil
760,0.27,Soil
763,0.271,Soil
766,0.272,Soil
769,0.273,Soil
772,0.274,Soil
775,0.275,Soil
778,0.276,Soil
781,0.277,Soil
784,0.278,Soil
787,0.279,Soil
790,0.28,Soil
793,0.281,Soil
796,0.28200000000000003,Soil
799,0.28300000000000003,Soil
802,0.28400000000000003,Soil
805,0.28500000000000003,Soil
808,0.28600000000000003,Soil
811,0.28700000000000003,Soil
814,0.28800000000000003,Soil
817,0.28900000000000003,Soil
820,0.29000000000000004,Soil
823,0.29100000000000004,Soil
826,0.29200000000000004,Soil
829,0.29300000000000004,Soil
832,0.29400000000000004,Soil
835,0.295,Soil
838,0.29600000000000004,Soil
841,0.297,Soil
844,0.29800000000000004,Soil
847,0.29900000000000004,Soil
850,0.3,Soil
853,0.30100000000000005,Soil
856,0.302,Soil
859,0.30300000000000005,Soil
862,0.304,Soil
865,0.305,Soil
868,0.30600000000000005,Soil
871,0.307,Soil
874,0.30800000000000005,Soil
877,0.309,Soil
880,0.31,Soil
883,0.311,Soil
886,0.312,Soil
889,0.313,Soil
892,0.314,Soil
895,0.315,Soil
898,0.316,Soil
901,0.317,Soil
904,0.318,Soil
907,0.319,Soil
910,0.32,Soil
913,0.321,Soil
916,0.322,Soil
919,0.323,Soil
922,0.324,Soil
925,0.32499999999999996,Soil
928,0.326,Soil
931,0.327,Soil
934,0.328,Soil
937,0.329,Soil
940,0.32999999999999996,Soil
943,0.331,Soil
946,0.33199999999999996,Soil
949,0.333,Soil
952,0.33399999999999996,Soil
955,0.33499999999999996,Soil
958,0.336,Soil
961,0.33699999999999997,Soil
964,0.338,Soil
967,0.33899999999999997,Soil
970,0.33999999999999997,Soil
973,0.34099999999999997,Soil
976,0.34199999999999997,Soil
979,0.343,Soil
982,0.344,Soil
985,0.345,Soil
988,0.346,Soil
991,0.347,Soil
994,0.348,Soil
997,0.349,Soil
