composition,temperature,value
0.6842105263157895,710,1.4746664782625287
0.6842105263157895,740,1.5121664782625288
0.6842105263157895,770,1.5496664782625287
0.7368421052631579,200,0.7357239106731318
0.7368421052631579,230,0.7732239106731318
0.7368421052631579,260,0.8107239106731318
0.7368421052631579,290,0.8482239106731319
0.7368421052631579,320,0.8857239106731318
0.7368421052631579,350,0.9232239106731318
0.7368421052631579,380,0.9607239106731318
0.7368421052631579,410,0.9982239106731319
0.7368421052631579,440,1.0357239106731317
0.7368421052631579,470,1.0732239106731318
0.7368421052631579,500,1.1107239106731317
0.7368421052631579,530,1.1482239106731318
0.7368421052631579,560,1.1857239106731319
0.7368421052631579,590,1.2232239106731317
0.7368421052631579,620,1.2607239106731318
0.7368421052631579,650,1.2982239106731317
0.7368421052631579,680,1.3357239106731318
0.7368421052631579,710,1.3732239106731319
0.7368421052631579,740,1.410723910673132
0.7368421052631579,770,1.4482239106731318
0.7894736842105263,200,0.6142127126896679
0.7894736842105263,230,0.6517127126896679
0.7894736842105263,260,0.6892127126896679
0.7894736842105263,290,0.726712712689668
0.7894736842105263,320,0.764212712689668
0.7894736842105263,350,0.8017127126896679
0.7894736842105263,380,0.8392127126896679
0.7894736842105263,410,0.8767127126896679
0.7894736842105263,440,0.914212712689668
0.7894736842105263,470,0.951712712689668
0.7894736842105263,500,0.9892127126896679
0.7894736842105263,530,1.026712712689668
0.7894736842105263,560,1.0642127126896679
0.7894736842105263,590,1.101712712689668
0.7894736842105263,620,1.1392127126896678
0.7894736842105263,650,1.176712712689668
0.7894736842105263,680,1.214212712689668
0.7894736842105263,710,1.2517127126896679
0.7894736842105263,740,1.289212712689668
0.7894736842105263,770,1.3267127126896678
0.8421052631578947,200,0.4759473930370737
0.8421052631578947,230,0.5134473930370737
0.8421052631578947,260,0.5509473930370736
0.8421052631578947,290,0.5884473930370737
0.8421052631578947,320,0.6259473930370737
0.8421052631578947,350,0.6634473930370737
0.8421052631578947,380,0.7009473930370737
0.8421052631578947,410,0.7384473930370736
0.8421052631578947,440,0.7759473930370737
0.8421052631578947,470,0.8134473930370737
0.8421052631578947,500,0.8509473930370737
0.8421052631578947,530,0.8884473930370737
0.8421052631578947,560,0.9259473930370736
0.8421052631578947,590,0.9634473930370737
0.8421052631578947,620,1.0009473930370736
0.8421052631578947,650,1.0384473930370737
0.8421052631578947,680,1.0759473930370738
0.8421052631578947,710,1.1134473930370736
0.8421052631578947,740,1.1509473930370737
0.8421052631578947,770,1.1884473930370736
0.8947368421052632,200,0.3246994692046836
0.8947368421052632,230,0.3621994692046836
0.8947368421052632,260,0.39969946920468363
0.8947368421052632,290,0.4371994692046836
0.8947368421052632,320,0.47469946920468364
0.8947368421052632,350,0.5121994692046836
0.8947368421052632,380,0.5496994692046836
0.8947368421052632,410,0.5871994692046836
0.8947368421052632,440,0.6246994692046837
0.8947368421052632,470,0.6621994692046836
0.8947368421052632,500,0.6996994692046836
0.8947368421052632,530,0.7371994692046836
0.8947368421052632,560,0.7746994692046836
0.8947368421052632,590,0.8121994692046837
0.8947368421052632,620,0.8496994692046836
0.8947368421052632,650,0.8871994692046836
0.8947368421052632,680,0.9246994692046836
0.8947368421052632,710,0.9621994692046836
0.8947368421052632,740,0.9996994692046837
0.8947368421052632,770,1.0371994692046838
0.9473684210526315,200,0.16459459028073403
0.9473684210526315,230,0.20209459028073404
0.9473684210526315,260,0.23959459028073404
0.9473684210526315,290,0.277094590280734
0.9473684210526315,320,0.314594590280734
0.9473684210526315,350,0.35209459028073403
0.9473684210526315,380,0.38959459028073407
0.9473684210526315,410,0.42709459028073404
0.9473684210526315,440,0.464594590280734
0.9473684210526315,470,0.5020945902807341
0.9473684210526315,500,0.539594590280734
0.9473684210526315,530,0.5770945902807341
0.9473684210526315,560,0.614594590280734
0.9473684210526315,590,0.652094590280734
0.9473684210526315,620,0.6895945902807341
0.9473684210526315,650,0.727094590280734
0.9473684210526315,680,0.7645945902807341
0.9473684210526315,710,0.8020945902807339
0.9473684210526315,740,0.839594590280734
0.9473684210526315,770,0.8770945902807341
1.0,200,1.2246467991473532e-16
1.0,230,0.037500000000000124
1.0,260,0.07500000000000012
1.0,290,0.11250000000000013
1.0,320,0.1500000000000001
1.0,350,0.1875000000000001
1.0,380,0.22500000000000012
1.0,410,0.2625000000000001
1.0,440,0.3000000000000001
1.0,470,0.33750000000000013
1.0,500,0.3750000000000001
1.0,530,0.4125000000000001
1.0,560,0.4500000000000001
1.0,590,0.4875000000000001
1.0,620,0.5250000000000001
1.0,650,0.5625000000000001
1.0,680,0.6000000000000001
1.0,710,0.6375000000000001
1.0,740,0.6750000000000002
1.0,770,0.7125000000000001
