two_theta,intensity,sample
35.2,2.205790356456577,SampleA
35.375,-1.5687896793673723,SampleA
35.55,1.7711996208813163,SampleA
35.724999999999994,-1.710967669631425,SampleA
35.9,0.013245906113962515,SampleA
36.075,-0.8845353891399839,SampleA
36.25,-2.3235945041939905,SampleA
36.425,-3.630697804973292,SampleA
36.599999999999994,-0.09504641059619134,SampleA
36.775,-0.023949766501227498,SampleA
36.95,2.7855575432990007,SampleA
37.125,-1.1490031715154265,SampleA
37.3,-1.899190711086456,SampleA
37.474999999999994,0.8719703901748772,SampleA
37.65,2.184953738866251,SampleA
37.825,-2.1897818953940953,SampleA
38.0,-4.259531764185135,SampleA
38.175,2.0386135147868365,SampleA
38.349999999999994,-3.400611279319901,SampleA
38.525,0.38359170360584977,SampleA
38.7,-2.1338542601389645,SampleA
38.875,2.9170811684365856,SampleA
39.05,3.1898118182109774,SampleA
39.224999999999994,-2.0847955347581064,SampleA
39.4,-1.869077449825297,SampleA
39.575,-0.9685745954176004,SampleA
39.75,-0.0957179524708535,SampleA
39.925,3.4084256724425104,SampleA
40.099999999999994,0.7098667175245185,SampleA
40.275,-0.44284619251778373,SampleA
40.45,-2.0339693628036066,SampleA
40.625,-1.4364923714337872,SampleA
40.8,0.013138671069334008,SampleA
40.974999999999994,0.2468676067599509,SampleA
41.15,0.05021543815345106,SampleA
41.325,-0.14525427863490548,SampleA
41.5,-2.253634546725854,SampleA
41.675,-0.12184317134742498,SampleA
41.849999999999994,-0.6284727045619487,SampleA
42.025,1.4492055000838695,SampleA
42.199999999999996,1.4031275024208432,SampleA
42.375,-0.8979620783736348,SampleA
42.55,3.12486609518332,SampleA
42.725,3.3755653854510914,SampleA
42.9,1.5252229848096872,SampleA
43.074999999999996,3.1164082381347127,SampleA
43.25,2.7591367183509647,SampleA
43.425,6.429969740136552,SampleA
43.599999999999994,4.465084237560838,SampleA
43.775,7.888911134392931,SampleA
43.949999999999996,14.105171039891086,SampleA
44.125,19.92987348701623,SampleA
44.3,21.329359479975665,SampleA
44.474999999999994,28.27715606432016,SampleA
44.65,36.281082929505814,SampleA
44.824999999999996,44.24719551140324,SampleA
45.0,43.38718989444173,SampleA
45.175,57.8545797487033,SampleA
45.349999999999994,62.481199166402384,SampleA
45.525,72.37922884165921,SampleA
45.699999999999996,81.5544706791267,SampleA
45.875,91.23190298812372,SampleA
46.05,98.85359746106045,SampleA
46.224999999999994,104.24586172815145,SampleA
46.4,111.21719841114333,SampleA
46.574999999999996,118.74721219084404,SampleA
46.75,119.2179315331102,SampleA
46.925,119.56182864804323,SampleA
47.099999999999994,116.22601025769326,SampleA
47.275,117.81613224316251,SampleA
47.449999999999996,115.58655436268693,SampleA
47.625,107.40263719752295,SampleA
47.8,103.83006008586838,SampleA
47.974999999999994,96.54914438188312,SampleA
48.15,87.2628619411422,SampleA
48.324999999999996,83.05998380286175,SampleA
48.5,74.03107572870923,SampleA
48.675,60.82124460519496,SampleA
48.849999999999994,53.42323606141925,SampleA
49.025,48.7221425416459,SampleA
49.199999999999996,42.26219026068662,SampleA
49.375,35.08332283867796,SampleA
49.55,26.40274055056241,SampleA
49.724999999999994,25.031003938154072,SampleA
49.9,17.77804586796888,SampleA
50.074999999999996,10.11471971137384,SampleA
50.25,9.104843442965905,SampleA
50.425,10.56058498001691,SampleA
50.599999999999994,5.567100375683767,SampleA
50.775,10.068879273920777,SampleA
50.949999999999996,6.969474579225241,SampleA
51.125,3.9530884061145235,SampleA
51.3,3.027968449448382,SampleA
51.474999999999994,3.484176143278727,SampleA
51.65,4.873470036812003,SampleA
51.824999999999996,0.9420144979224034,SampleA
52.0,2.655596426129451,SampleA
52.175,-0.7062899181044475,SampleA
52.349999999999994,1.3986392452210452,SampleA
52.525,3.4281869970063643,SampleA
52.699999999999996,-3.0022461541839633,SampleA
52.875,-0.14910510022607543,SampleA
53.05,-2.208685056697188,SampleA
53.224999999999994,-1.9611804405755338,SampleA
53.4,-1.8428928411153176,SampleA
53.574999999999996,2.259387041223646,SampleA
53.75,0.8473590243341351,SampleA
53.925,-0.12711930510307393,SampleA
54.099999999999994,-0.32604529909676744,SampleA
54.275,1.9938440262232926,SampleA
54.449999999999996,-0.9858081285832869,SampleA
54.625,-1.784855428363345,SampleA
54.8,0.10827452218229291,SampleA
54.974999999999994,0.3350470310620009,SampleA
55.15,-1.288754161272677,SampleA
55.324999999999996,-4.296832855432144,SampleA
55.5,-3.0638420725093938,SampleA
55.675,-0.986837814945112,SampleA
55.849999999999994,-2.464644049076224,SampleA
56.025,-0.9599823829668412,SampleA
56.199999999999996,-2.1139134943021127,SampleA
56.375,3.0087971695420395,SampleA
56.55,0.7622531265377536,SampleA
56.724999999999994,5.079964008730256,SampleA
56.9,-1.9529365173212685,SampleA
57.074999999999996,0.570588674717135,SampleA
57.25,1.2401604973748377,SampleA
57.425,0.03625517327621629,SampleA
57.599999999999994,-2.555961731557113,SampleA
57.775,-0.10023254556057588,SampleA
57.949999999999996,-1.822743115024329,SampleA
58.125,-0.03630009499060633,SampleA
58.3,1.7801881559440986,SampleA
58.474999999999994,1.6098354583092314,SampleA
58.65,-0.12008165479560241,SampleA
58.824999999999996,2.4822229480918887,SampleA
59.0,0.4086135524802783,SampleA
59.175,-1.461506391193679,SampleA
59.349999999999994,-1.8214808462141565,SampleA
59.525,0.6847689887933989,SampleA
59.699999999999996,-1.485434340731522,SampleA
59.875,0.1533275167289696,SampleA
60.05,-1.8464140303499579,SampleA
60.224999999999994,2.9232368142288547,SampleA
60.4,-1.7750939551097011,SampleA
60.574999999999996,-3.8725124098389814,SampleA
60.75,1.4845095810009532,SampleA
60.925,-1.7487168991729614,SampleA
61.099999999999994,-0.09647793774099558,SampleA
61.275,1.9620261180291942,SampleA
61.449999999999996,0.33940720479941594,SampleA
61.625,-1.3698232900688336,SampleA
61.8,-1.0838522796155285,SampleA
61.974999999999994,-3.421582367210537,SampleA
62.15,-1.5911452138583764,SampleA
62.324999999999996,0.9760733437014064,SampleA
62.5,-3.029401783918545,SampleA
62.675,-0.6901921191018001,SampleA
62.849999999999994,-0.13790548680628326,SampleA
63.025,1.640250829017356,SampleA
63.199999999999996,-2.6763103691994163,SampleA
63.375,1.9720627798707573,SampleA
63.55,-1.389658363992358,SampleA
63.724999999999994,2.1303142532461794,SampleA
63.9,0.7540442867961213,SampleA
64.07499999999999,1.5636351687199324,SampleA
64.25,0.5124821295350106,SampleA
64.425,2.560955783478073,SampleA
64.6,1.3574732380951626,SampleA
64.775,3.0208537750356177,SampleA
64.94999999999999,1.1762634782277939,SampleA
65.125,-0.5512049990663637,SampleA
65.3,-0.11837229667622931,SampleA
65.475,-1.4586205766599705,SampleA
65.65,0.07836791969804144,SampleA
65.82499999999999,1.5688690675685424,SampleA
66.0,0.49454499172777583,SampleA
66.175,3.763909987924887,SampleA
66.35,0.9686645130983791,SampleA
66.525,-1.6070101221988085,SampleA
66.69999999999999,0.18276473388145134,SampleA
66.875,-0.9940621148361224,SampleA
67.05,4.399692689412473,SampleA
67.225,2.364587048505326,SampleA
67.4,-0.2303320011916309,SampleA
67.57499999999999,0.010623069214211196,SampleA
67.75,3.1384512254106016,SampleA
67.925,-3.938209389830605,SampleA
68.1,1.1128120003128643,SampleA
68.275,-1.572622547189897,SampleA
68.44999999999999,-1.7078986374061405,SampleA
68.625,3.918526959869097,SampleA
68.8,1.9170485586412236,SampleA
68.975,-1.7779797102989416,SampleA
69.15,-0.19673643394825127,SampleA
69.32499999999999,1.2557745182638145,SampleA
69.5,0.2141356667665236,SampleA
69.675,-2.383164870343734,SampleA
69.85,-2.6685369134646852,SampleA
70.025,1.9936619104024118,SampleA
70.19999999999999,1.6918269692647545,SampleA
70.375,1.7622829871619403,SampleA
70.55,-4.197845333536807,SampleA
70.725,2.199871661057249,SampleA
70.9,1.8088896412201743,SampleA
71.07499999999999,0.37534565307136175,SampleA
71.25,2.2116137610778717,SampleA
71.425,-2.6597385701493903,SampleA
71.6,-0.9765109747766253,SampleA
71.775,0.2691488124623889,SampleA
71.94999999999999,-1.7305411174825698,SampleA
72.125,-0.19881801816303116,SampleA
72.3,2.990705628140644,SampleA
72.475,0.15834303664860525,SampleA
72.65,-0.6696197684482733,SampleA
72.82499999999999,0.6333589800901909,SampleA
73.0,-2.567243401040229,SampleA
73.175,3.0404146489653496,SampleA
73.35,0.6008838301566383,SampleA
73.525,1.441748654773709,SampleA
73.69999999999999,-0.6138076334321931,SampleA
73.875,5.0084834259625906,SampleA
74.05,-0.7040483407218845,SampleA
74.225,1.0631072567841329,SampleA
74.39999999999999,-1.8510139354361579,SampleA
74.575,0.9586779768945797,SampleA
74.75,0.0262993837880215,SampleA
74.925,-1.9061304118878486,SampleA
75.1,-1.7760104326962232,SampleA
75.27499999999999,1.2802708677364263,SampleA
75.45,-5.017504507238908,SampleA
75.625,-2.4155706545203652,SampleA
75.8,-1.4358419214212994,SampleA
75.975,-3.376778291962761,SampleA
76.14999999999999,-0.658486050990372,SampleA
76.325,-3.550647351196866,SampleA
76.5,-3.7038649825667074,SampleA
76.675,-1.3424196781385507,SampleA
76.85,1.1929634863659577,SampleA
77.02499999999999,3.384352211189807,SampleA
77.19999999999999,-0.16282748157173105,SampleA
77.375,-2.2578148919007015,SampleA
77.55,2.0886437714944814,SampleA
77.725,0.1280112834891257,SampleA
77.89999999999999,2.8083963854475313,SampleA
78.07499999999999,3.164263645641745,SampleA
78.25,-1.6844560364560148,SampleA
78.425,-1.8085535941987958,SampleA
78.6,-0.9268994199702214,SampleA
78.77499999999999,2.115365755683921,SampleA
78.94999999999999,-0.02420591878630114,SampleA
79.125,3.9551448331771804,SampleA
79.3,0.872393737150955,SampleA
79.475,0.2696397297255746,SampleA
79.64999999999999,0.7217126150551483,SampleA
79.82499999999999,1.191833611024734,SampleA
10.0,-0.10300745961280211,SampleB
10.175,3.8208364439817712,SampleB
10.35,2.717735984863174,SampleB
10.525,1.8796524796357539,SampleB
10.7,-0.11597057966058051,SampleB
10.875,1.8869766333275195,SampleB
11.05,-3.409825703385741,SampleB
11.225,-1.2882573692524766,SampleB
11.4,-1.1488573815970573,SampleB
11.575,1.7102926739800222,SampleB
11.75,-1.7903091880610134,SampleB
11.925,2.4289751454451975,SampleB
12.1,-2.0667700191188296,SampleB
12.275,-1.6151659758883539,SampleB
12.45,-1.4635156263575941,SampleB
12.625,-2.010780330404943,SampleB
12.8,1.623160890084684,SampleB
12.975,-0.21155138127182066,SampleB
13.15,-1.0864315048164916,SampleB
13.325,2.1292549265267,SampleB
13.5,0.33706245246201566,SampleB
13.675,-2.1504781380539115,SampleB
13.85,2.4303168571087355,SampleB
14.024999999999999,1.304583395408244,SampleB
14.2,-4.880355136378556,SampleB
14.375,1.1311383496068004,SampleB
14.55,1.935635391678955,SampleB
14.725,-2.1069977270109415,SampleB
14.899999999999999,1.8861876156659805,SampleB
15.075,-0.9084096011534658,SampleB
15.25,-1.550734514734978,SampleB
15.425,-1.3212562853835625,SampleB
15.6,0.677472195981607,SampleB
15.774999999999999,-0.4476222180608131,SampleB
15.95,-0.9625868896251117,SampleB
16.125,1.4430557480193091,SampleB
16.3,-1.802263669056431,SampleB
16.475,-2.5820162028279405,SampleB
16.65,-1.5825050956603055,SampleB
16.825,-1.2336593068755728,SampleB
17.0,2.6531003500766093,SampleB
17.175,-2.260437691922221,SampleB
17.35,3.077443820283259,SampleB
17.525,-1.2460466458982875,SampleB
17.7,-2.1689956822665026,SampleB
17.875,-0.28697295677005447,SampleB
18.049999999999997,1.9485186487744512,SampleB
18.225,3.4070633529000287,SampleB
18.4,1.0339402832815001,SampleB
18.575,1.0344589685849253,SampleB
18.75,-0.03415988591047699,SampleB
18.924999999999997,3.3008425065159956,SampleB
19.1,-0.002249071328648496,SampleB
19.275,-1.3753410339029735,SampleB
19.45,-0.7152647507229335,SampleB
19.625,0.54023630949094,SampleB
19.799999999999997,2.0881158178430654,SampleB
19.975,-0.8758031254940347,SampleB
20.15,3.2391506778086256,SampleB
20.325,1.139233716839634,SampleB
20.5,-6.5729096291464035,SampleB
20.674999999999997,-0.9980262347139724,SampleB
20.85,2.2041095646009334,SampleB
21.025,1.6860362978207144,SampleB
21.2,3.9973484273893,SampleB
21.375,2.340736334973193,SampleB
21.549999999999997,-1.111489503394702,SampleB
21.725,0.9213146162417816,SampleB
21.9,-0.1685384659508199,SampleB
22.075,-2.157642135517293,SampleB
22.25,1.7144613180637942,SampleB
22.424999999999997,1.7451489277172572,SampleB
22.6,0.25597997253546356,SampleB
22.775,0.4698687008838064,SampleB
22.95,-2.76401546325723,SampleB
23.125,3.4794724285200114,SampleB
23.299999999999997,1.4761228247699656,SampleB
23.475,-1.690513696341843,SampleB
23.65,3.218985204937069,SampleB
23.825,-3.3893311989589585,SampleB
24.0,-1.0278791639143448,SampleB
24.174999999999997,-0.3236195465219458,SampleB
24.35,2.36066255055579,SampleB
24.525,-0.7919147312574223,SampleB
24.7,-1.8586540895577002,SampleB
24.875,-1.1931574521674266,SampleB
25.049999999999997,-0.027904210541683447,SampleB
25.225,-4.096467032888147,SampleB
25.4,-2.6223747103055017,SampleB
25.575,1.1363362636073762,SampleB
25.75,-4.278183068831678,SampleB
25.924999999999997,-0.9191394492672815,SampleB
26.099999999999998,-1.4200756679930167,SampleB
26.275,0.17621066363611762,SampleB
26.45,1.4710711344337841,SampleB
26.625,0.9502115026061951,SampleB
26.799999999999997,-0.9306816485781916,SampleB
26.974999999999998,0.7123909549347546,SampleB
27.15,2.6001883049240915,SampleB
27.325,0.4412867875705208,SampleB
27.5,0.5065464164002829,SampleB
27.674999999999997,-0.3703519314709982,SampleB
27.849999999999998,0.5357589051136519,SampleB
28.025,4.088654842556226,SampleB
28.2,1.6241816761713634,SampleB
28.375,1.5366100631032218,SampleB
28.549999999999997,5.378208152726042,SampleB
28.724999999999998,5.849140833975838,SampleB
28.9,10.839133141224936,SampleB
29.075,10.761536821357318,SampleB
29.25,16.284469298321333,SampleB
29.424999999999997,23.267019412461444,SampleB
29.599999999999998,31.513054625078553,SampleB
29.775,41.221569924633386,SampleB
29.95,53.498107476288496,SampleB
30.125,62.167449488660225,SampleB
30.299999999999997,76.55077782474704,SampleB
30.474999999999998,93.6281456616211,SampleB
30.65,102.69540286010941,SampleB
30.825,116.65857457259914,SampleB
31.0,134.05002976727638,SampleB
31.174999999999997,147.9687049415851,SampleB
31.349999999999998,157.14770108254396,SampleB
31.525,166.6680641216987,SampleB
31.7,176.12152600411028,SampleB
31.875,176.54787145397222,SampleB
32.05,179.31713372537146,SampleB
32.224999999999994,175.828793064733,SampleB
32.4,170.21001114359248,SampleB
32.575,161.24688223839658,SampleB
32.75,152.25198895188782,SampleB
32.925,141.02590345565974,SampleB
33.099999999999994,126.81996116903497,SampleB
33.275,111.7268804720124,SampleB
33.45,98.32814519430299,SampleB
33.625,83.81914689963436,SampleB
33.8,66.04887956992754,SampleB
33.974999999999994,57.67350147920308,SampleB
34.15,44.09256183077306,SampleB
34.325,36.45532448345844,SampleB
34.5,31.378749623015164,SampleB
34.675,25.990311540431797,SampleB
34.849999999999994,21.58411269564454,SampleB
35.025,12.75171875100642,SampleB
35.2,8.493241596875997,SampleB
35.375,7.202851287817389,SampleB
35.55,4.087238736674873,SampleB
35.724999999999994,3.0644403803853524,SampleB
35.9,2.2902548233537563,SampleB
36.075,1.5081438773605478,SampleB
36.25,1.287362605788557,SampleB
36.425,2.592859425149835,SampleB
36.599999999999994,0.8668457326580643,SampleB
36.775,-2.0787758203998523,SampleB
36.95,-2.0072793403923583,SampleB
37.125,2.3100648779019535,SampleB
37.3,0.8459708379375082,SampleB
37.474999999999994,0.18735773305836784,SampleB
37.65,0.018264470504273458,SampleB
37.825,-1.116148155678615,SampleB
38.0,-0.20239869679723643,SampleB
38.175,1.9880905143777627,SampleB
38.349999999999994,-1.2186744976905324,SampleB
38.525,-0.33881428062829505,SampleB
38.7,1.2033094469496626,SampleB
38.875,-0.9245585494799593,SampleB
39.05,-0.23439479618970407,SampleB
39.224999999999994,0.21588320948746964,SampleB
39.4,3.1272852682576553,SampleB
39.575,-0.5033933279159625,SampleB
39.75,-4.069726391765231,SampleB
39.925,3.5971459697131647,SampleB
40.099999999999994,0.11510233194298199,SampleB
40.275,6.454648212222095,SampleB
40.45,1.0236645001761788,SampleB
40.625,3.0961371718285338,SampleB
40.8,2.4605886001403614,SampleB
40.974999999999994,1.6488198775034055,SampleB
41.15,0.512557109123781,SampleB
41.325,1.918374806111994,SampleB
41.5,4.553676598092774,SampleB
41.675,-1.1322359231823238,SampleB
41.849999999999994,1.7535818035997746,SampleB
42.025,2.710636914110913,SampleB
42.199999999999996,-0.08371208530388088,SampleB
42.375,-2.5245969358400386,SampleB
42.55,1.6490766057031305,SampleB
42.725,1.5908794128143617,SampleB
42.9,-0.5709029859667993,SampleB
43.074999999999996,1.8026928692713569,SampleB
43.25,2.8073590110088777,SampleB
43.425,0.9530522253610194,SampleB
43.599999999999994,1.4467188466794811,SampleB
43.775,-0.24524841622705726,SampleB
43.949999999999996,-0.31911288166122226,SampleB
44.125,0.14009275729364806,SampleB
44.3,0.7299619652800103,SampleB
44.474999999999994,-2.5489464621143685,SampleB
44.65,-1.1840762033661827,SampleB
44.824999999999996,0.9088695636961464,SampleB
45.0,2.5878649964992384,SampleB
45.175,-0.5133228920788473,SampleB
45.349999999999994,-1.1109248307678616,SampleB
45.525,-2.8450471270558415,SampleB
45.699999999999996,1.9297506319568065,SampleB
45.875,2.8392326928274714,SampleB
46.05,0.01890335495650906,SampleB
46.224999999999994,2.3544707932879,SampleB
46.4,-0.7120858630161593,SampleB
46.574999999999996,-1.6727035894054896,SampleB
46.75,3.3155306903335395,SampleB
46.925,-0.639978207813572,SampleB
47.099999999999994,1.7428425121359257,SampleB
47.275,0.6907414542518633,SampleB
47.449999999999996,1.4078082824613267,SampleB
47.625,2.041574414853459,SampleB
47.8,1.8069066566026464,SampleB
47.974999999999994,1.4458475544978735,SampleB
48.15,-1.0402381618637682,SampleB
48.324999999999996,2.336809487904701,SampleB
48.5,-1.1332301272328518,SampleB
48.675,-1.4533678706154949,SampleB
48.849999999999994,2.534700697428841,SampleB
49.025,-2.0334788849056573,SampleB
49.199999999999996,1.947455381282509,SampleB
49.375,0.28709322636075285,SampleB
49.55,-0.2019405625045388,SampleB
49.724999999999994,-1.4358888067240283,SampleB
49.9,3.1339414845856055,SampleB
50.074999999999996,0.9165373298719689,SampleB
50.25,-2.11226984039223,SampleB
50.425,-0.5833465502269217,SampleB
50.599999999999994,-2.11097875318665,SampleB
50.775,0.8376344011503787,SampleB
50.949999999999996,-0.7413512358907048,SampleB
51.125,0.8710049581747327,SampleB
51.3,-2.070942355596116,SampleB
51.474999999999994,3.3599040912764875,SampleB
51.65,0.24480581845496285,SampleB
51.824999999999996,2.3448600271735036,SampleB
52.0,7.465684086404755,SampleB
52.175,10.1185966127113,SampleB
52.349999999999994,6.8622072262906615,SampleB
52.525,14.395481790660387,SampleB
52.699999999999996,14.562242664827835,SampleB
52.875,20.21757001196333,SampleB
53.05,25.968257149817266,SampleB
53.224999999999994,28.768966731840912,SampleB
53.4,36.96264957835857,SampleB
53.574999999999996,40.27239915059541,SampleB
53.75,50.69539019351623,SampleB
53.925,59.08216655739983,SampleB
54.099999999999994,67.88916077265283,SampleB
54.275,77.08799647404939,SampleB
54.449999999999996,92.38617963748231,SampleB
54.625,98.80023142521596,SampleB
54.8,106.22313097954188,SampleB
54.974999999999994,112.85016344777316,SampleB
55.15,120.18668102031509,SampleB
55.324999999999996,124.9678908330895,SampleB
55.5,134.25284885928033,SampleB
55.675,138.48603540176242,SampleB
55.849999999999994,137.89849251947084,SampleB
56.025,140.92955036088313,SampleB
56.199999999999996,141.32352168066305,SampleB
56.375,137.87498614554994,SampleB
56.55,136.5046455915715,SampleB
56.724999999999994,127.62085272832414,SampleB
56.9,119.73324874538035,SampleB
57.074999999999996,112.16748140635087,SampleB
57.25,104.19949022558144,SampleB
57.425,94.9766026521079,SampleB
57.599999999999994,87.7229176973804,SampleB
57.775,76.23183320114653,SampleB
57.949999999999996,64.84246907763442,SampleB
58.125,59.450929989753696,SampleB
58.3,47.91968706092711,SampleB
58.474999999999994,40.441787556553585,SampleB
58.65,36.86457449907656,SampleB
58.824999999999996,29.88560980758493,SampleB
59.0,24.073887591916332,SampleB
59.175,19.22797396226896,SampleB
59.349999999999994,18.207304935072454,SampleB
59.525,10.973243430431769,SampleB
59.699999999999996,13.060487846423193,SampleB
59.875,5.81229414508841,SampleB
60.05,2.8887457836478934,SampleB
60.224999999999994,4.854374868423296,SampleB
60.4,1.0734805841508743,SampleB
60.574999999999996,4.877904745222974,SampleB
60.75,4.576942147273037,SampleB
60.925,-1.1343759515948397,SampleB
61.099999999999994,1.0609794310039449,SampleB
61.275,-0.055834682774725364,SampleB
61.449999999999996,-1.397817707349326,SampleB
61.625,-1.3553779123994065,SampleB
61.8,-0.17737658451905072,SampleB
61.974999999999994,-3.6435477291321288,SampleB
62.15,1.317653099612873,SampleB
62.324999999999996,0.7126739849582455,SampleB
62.5,-0.8805818537063518,SampleB
62.675,-0.08957378378898577,SampleB
62.849999999999994,0.24943244982294954,SampleB
63.025,1.9682669760212692,SampleB
63.199999999999996,1.028967075810231,SampleB
63.375,2.7438567756289016,SampleB
63.55,-4.390997338421305,SampleB
63.724999999999994,-2.0669283006324033,SampleB
63.9,-2.3851814974992855,SampleB
64.07499999999999,-0.9169971879496954,SampleB
64.25,-0.08314016905672798,SampleB
64.425,-3.409003853479193,SampleB
64.6,-2.656324637838498,SampleB
64.775,-1.3865023577084348,SampleB
64.94999999999999,-0.6200353915628648,SampleB
65.125,-2.0177915936188744,SampleB
65.3,2.8147125301818026,SampleB
65.475,2.157998017765856,SampleB
65.65,-2.2549066607804833,SampleB
65.82499999999999,-0.732122367936047,SampleB
66.0,-1.356333109771002,SampleB
66.175,-2.065721927099705,SampleB
66.35,-3.7689696208266645,SampleB
66.525,-2.7352689420352188,SampleB
66.69999999999999,2.0679387255434225,SampleB
66.875,-1.4536634031212443,SampleB
67.05,3.8602166545978447,SampleB
67.225,-0.07640388974495214,SampleB
67.4,-2.413846789543891,SampleB
67.57499999999999,1.4824784559821518,SampleB
67.75,0.8140890084211538,SampleB
67.925,-1.5694780533393506,SampleB
