shift,intensity,sample
1118.564,1.2915955381838267,Material1
1123.23,0.2420423089982928,Material1
1127.8960000000002,3.768500621119495,Material1
1132.562,-0.6480497915645972,Material1
1137.228,-0.8164421383640892,Material1
1141.894,2.3438020100823325,Material1
1146.56,0.9295999389181869,Material1
1151.226,-1.9219881894497666,Material1
1155.892,-0.06304065903754998,Material1
1160.558,-0.8589143655739035,Material1
1165.2240000000002,0.3028658698174367,Material1
1169.89,0.7368545402177968,Material1
1174.556,4.321974986709878,Material1
1179.2220000000002,0.7179289239359198,Material1
1183.888,-1.5181897033117677,Material1
1188.554,-1.3718253381850438,Material1
1193.22,-1.5375617785357254,Material1
1197.886,-1.3108977926047778,Material1
1202.5520000000001,0.04126373741979082,Material1
1207.218,0.34240196990152627,Material1
1211.884,2.2909569556931433,Material1
1216.5500000000002,1.2496802098031117,Material1
1221.2160000000001,1.9318119338189226,Material1
1225.882,2.1661743600658707,Material1
1230.5480000000002,-2.1298818281112366,Material1
1235.214,0.4251899721455189,Material1
1239.88,0.6022456492666839,Material1
1244.546,1.3673841187930036,Material1
1249.212,-0.8673530094665248,Material1
1253.8780000000002,0.18375146104672002,Material1
1258.544,0.3028443430100918,Material1
1263.21,1.6652550943795372,Material1
1267.8760000000002,3.6247698132082355,Material1
1272.542,-0.171551298796618,Material1
1277.208,1.8780354825712473,Material1
1281.874,1.136725289382579,Material1
1286.54,1.9140319014274891,Material1
1291.2060000000001,2.887963887613071,Material1
1295.872,6.021068164745598,Material1
1300.538,9.373862470589376,Material1
1305.2040000000002,13.59781007673563,Material1
1309.8700000000001,16.09070762313788,Material1
1314.536,20.240043351326655,Material1
1319.2020000000002,26.557484770124777,Material1
1323.868,36.84517131661549,Material1
1328.534,39.17167756849868,Material1
1333.2,45.54178038800251,Material1
1337.866,54.47417550221067,Material1
1342.5320000000002,55.20329449101239,Material1
1347.198,57.86930156681261,Material1
1351.864,59.55393037573028,Material1
1356.5300000000002,56.51231337910587,Material1
1361.196,56.08790312514905,Material1
1365.862,48.33175190810741,Material1
1370.528,40.73640900186034,Material1
1375.194,35.62556335051624,Material1
1379.8600000000001,29.282058989276347,Material1
1384.526,22.7172098654281,Material1
1389.192,18.840031882636026,Material1
1393.8580000000002,13.929053059642435,Material1
1398.5240000000001,11.334116450495298,Material1
1403.19,4.103575222374649,Material1
1407.8560000000002,4.172724248639636,Material1
1412.522,4.4935032479581265,Material1
1417.188,2.0431712668352193,Material1
1421.854,0.9215368835409399,Material1
1426.52,-1.3861714841864075,Material1
1431.1860000000001,1.9672559637211573,Material1
1435.852,1.1115401977987498,Material1
1440.518,-0.14127993604312805,Material1
1445.1840000000002,-2.8512215628337665,Material1
1449.8500000000001,1.1757932756159348,Material1
1454.516,0.19207310515419157,Material1
1459.182,-1.2130837370213765,Material1
1463.8480000000002,0.6294700613107949,Material1
1468.5140000000001,1.0849686941783712,Material1
1473.18,2.005186435423206,Material1
1477.846,-1.1179775208119016,Material1
1482.5120000000002,1.3768222582102152,Material1
1487.178,-0.952480899174148,Material1
1491.844,-0.3967203703106514,Material1
1496.51,-0.5188297539633152,Material1
1501.1760000000002,-0.9443295554596112,Material1
1505.842,-0.003902737349712858,Material1
1510.508,-2.732726041612019,Material1
1515.174,-1.6265231861347338,Material1
1519.8400000000001,-1.4357306975720774,Material1
1524.506,-0.4309189714524274,Material1
1529.172,-0.1500546196421122,Material1
1533.8380000000002,0.30167554096175797,Material1
1538.5040000000001,-3.0612308394714427,Material1
1543.17,0.9169537394617261,Material1
1547.836,2.4624914258600676,Material1
1552.5020000000002,-1.8904809031877057,Material1
1557.1680000000001,1.120127919871674,Material1
1561.834,0.7126297640693736,Material1
1566.5,-1.4071794302274097,Material1
1571.1660000000002,-1.9008274616528569,Material1
1575.832,1.2545836917085216,Material1
1580.498,2.0911056977445037,Material1
1585.164,1.9728589419049307,Material1
1589.8300000000002,1.2728270837458013,Material1
1594.496,-0.4216646038594265,Material1
1599.162,-0.47270209406902597,Material1
1603.8280000000002,-0.6409231993286888,Material1
1608.4940000000001,-2.3301102938000375,Material1
1613.16,2.0392436333822195,Material1
1617.826,-0.32047068498789766,Material1
1622.4920000000002,1.0172093493956034,Material1
1627.1580000000001,1.6006342363430541,Material1
1631.824,0.8835824080708414,Material1
1636.49,0.250131725459119,Material1
1641.1560000000002,-1.5493851819734377,Material1
1645.8220000000001,2.6126260232022798,Material1
1650.488,0.5801589199741866,Material1
1655.154,-0.6777900624766601,Material1
1659.8200000000002,1.579239579208588,Material1
1664.486,2.025605323201836,Material1
1669.152,1.22098738429546,Material1
1673.8180000000002,0.4078679890276031,Material1
1678.4840000000002,-0.47496280840126637,Material1
1683.15,-3.7906956355857577,Material1
1687.816,-0.2284797092114273,Material1
1692.4820000000002,0.9190470747629256,Material1
1697.1480000000001,3.063598185843916,Material1
1701.814,-2.269005392626701,Material1
1706.48,2.553651367276258,Material1
1711.1460000000002,0.056694899045553054,Material1
1715.8120000000001,1.7548991078683622,Material1
1720.478,0.13487177202316078,Material1
1725.144,-2.722657619968212,Material1
1729.8100000000002,0.02322771195672274,Material1
1734.476,-1.3620293415638236,Material1
1739.142,-1.0980074601564418,Material1
1743.808,0.4549628741824921,Material1
1748.4740000000002,2.1542170794926863,Material1
1753.14,-1.552008546086997,Material1
1757.806,0.4642713221882818,Material1
1762.4720000000002,-0.13858963052665196,Material1
1767.1380000000001,-0.10231890042826919,Material1
1771.804,0.8939808994656695,Material1
1776.47,-0.8168768217534076,Material1
1781.1360000000002,-1.9192559837922838,Material1
1785.8020000000001,-2.009001045673526,Material1
1790.468,0.25225275246271484,Material1
1795.134,0.9252228791527914,Material1
400.0,1.3116232558691154,Material2
404.666,0.4839028137606615,Material2
409.332,0.27134569016058113,Material2
413.998,0.40117588443292096,Material2
418.664,-1.5582362752527845,Material2
423.33,-0.3978662797871002,Material2
427.996,0.9183414779195522,Material2
432.66200000000003,3.0800366762486004,Material2
437.328,8.518827634324257,Material2
441.994,11.62972744441195,Material2
446.66,15.04065250513359,Material2
451.326,23.534493896820766,Material2
455.992,31.633987940363465,Material2
460.658,42.939326707733365,Material2
465.324,55.64448661798998,Material2
469.99,67.69279794784055,Material2
474.656,78.99035997895766,Material2
479.322,79.41874849444413,Material2
483.988,77.80172788724171,Material2
488.654,71.58035481756622,Material2
493.32,60.99243894047236,Material2
497.986,47.24468176456531,Material2
502.65200000000004,38.46348505741401,Material2
507.318,23.620834278338386,Material2
511.98400000000004,16.65310301292884,Material2
516.65,7.181928170958738,Material2
521.316,7.295096860574665,Material2
525.982,3.733620415048196,Material2
530.648,3.6670151852601736,Material2
535.3140000000001,2.77338016460344,Material2
539.98,-0.4296258737218165,Material2
544.646,1.4886806380727549,Material2
549.312,0.3046752805350369,Material2
553.9780000000001,1.0119656490872426,Material2
558.644,1.829181358562335,Material2
563.31,0.699788217988842,Material2
567.976,1.825572975103573,Material2
572.642,-0.2379934357708158,Material2
577.308,2.0511143540219052,Material2
581.974,1.2599219221442586,Material2
586.64,-2.0904460671200273,Material2
591.306,-1.6168524249168863,Material2
595.972,-0.424406158112646,Material2
600.638,-1.5251928849940533,Material2
605.3040000000001,0.6705948921491801,Material2
609.97,-0.950372851414295,Material2
614.636,-1.8665884254678595,Material2
619.302,-0.9531832053893805,Material2
623.9680000000001,1.857110923832858,Material2
628.634,-0.9155061363129887,Material2
633.3,-2.423926678851289,Material2
637.966,0.05488413178524,Material2
642.6320000000001,-2.724741005631156,Material2
647.298,0.03867483918782735,Material2
651.964,0.8128965290640301,Material2
656.63,-0.728885816482604,Material2
661.296,-0.24760487161235456,Material2
665.962,0.9522249601256392,Material2
670.628,1.2356435970652901,Material2
675.2940000000001,1.1344256010663107,Material2
679.96,0.7100271238896465,Material2
684.626,-2.348209588198517,Material2
689.292,0.5492344872849728,Material2
693.9580000000001,1.9993115319483346,Material2
698.624,-0.3934485160293122,Material2
703.29,0.2339140963818317,Material2
707.956,-1.5920090718896636,Material2
712.6220000000001,2.2013754116451305,Material2
717.288,0.5030901842362874,Material2
721.954,2.0861606868350435,Material2
726.62,-0.42301299191277897,Material2
731.2860000000001,-1.0687435771296543,Material2
735.952,1.1542099879717334,Material2
740.618,0.5240826282656486,Material2
745.2840000000001,-2.435155409784555,Material2
749.95,-0.7911216855707703,Material2
754.616,1.0196378407005335,Material2
759.282,0.8857715190229354,Material2
763.9480000000001,-1.5454060319295748,Material2
768.614,1.18250304074211,Material2
773.28,2.744891086594578,Material2
777.946,-0.7026944849485798,Material2
782.6120000000001,0.9791689415132792,Material2
787.278,2.6678546705805095,Material2
791.944,1.512931927593375,Material2
796.61,-0.8037386576141838,Material2
801.2760000000001,-0.39847164655530015,Material2
805.942,0.06439442552158914,Material2
810.6080000000001,0.573392227689211,Material2
815.2740000000001,0.6566299676931999,Material2
819.94,-2.9116358566187355,Material2
824.606,0.7355429711463949,Material2
829.272,1.3265936713341118,Material2
833.9380000000001,-1.016670075179447,Material2
838.604,1.3492506421809538,Material2
843.27,-3.163276241486389,Material2
847.936,1.7085454862281173,Material2
852.6020000000001,0.6275399214053128,Material2
857.268,-2.073347733379665,Material2
861.934,-0.8963306644319978,Material2
866.6,-0.27425182566497075,Material2
871.2660000000001,-0.09908181181001,Material2
875.932,-1.190608471232089,Material2
880.598,-0.62941468653736,Material2
885.264,2.311431516325387,Material2
889.9300000000001,-1.343820856204859,Material2
894.596,0.7802655960180129,Material2
899.2620000000001,0.34473522814047697,Material2
903.9280000000001,0.7369101403953419,Material2
908.594,-1.1493509828885067,Material2
913.26,-1.3132224890511877,Material2
917.926,1.3092550696175493,Material2
922.5920000000001,1.0309555414513563,Material2
927.258,1.7677388722961394,Material2
931.9240000000001,0.2866805437859242,Material2
936.59,0.690621403863045,Material2
941.2560000000001,0.25992562369903716,Material2
945.922,-1.2613607879501856,Material2
950.5880000000001,1.4790480710714131,Material2
955.254,-1.838578135738858,Material2
959.9200000000001,-0.08607737351726032,Material2
964.586,0.6333888302588513,Material2
969.2520000000001,1.0354465083833617,Material2
973.918,-1.009126156575112,Material2
978.5840000000001,0.6097367119658765,Material2
983.25,-1.118118516748153,Material2
987.916,-0.9189056931872334,Material2
992.582,-0.14613475637451628,Material2
997.248,-0.29138842974797513,Material2
1001.9140000000001,0.29427457745225755,Material2
1006.58,0.19603779789771805,Material2
1011.2460000000001,0.6315561822463237,Material2
1015.912,-2.6852101513688025,Material2
1020.5780000000001,-0.1011883504463394,Material2
1025.2440000000001,0.7175566836016372,Material2
1029.91,-0.48794238441135895,Material2
1034.576,-0.9249246935220514,Material2
1039.2420000000002,1.4551047481234258,Material2
1043.908,0.9079025963981233,Material2
1048.574,-0.9207819806985565,Material2
1053.24,-1.2001307383742337,Material2
1057.906,2.2722440277854417,Material2
1062.5720000000001,3.473665754844937,Material2
1067.238,2.4659207649320884,Material2
1071.904,-4.682392868559273,Material2
1076.5700000000002,-0.4766756151572186,Material2
1081.236,0.11374296333373154,Material2
1085.902,0.3932308194041892,Material2
1090.5680000000002,-2.2829110820945115,Material2
1095.234,1.9476029116339983,Material2
1099.9,0.9666416381764222,Material2
1104.566,0.8612751963886192,Material2
1109.232,2.801500454893727,Material2
1113.8980000000001,0.7954274835550483,Material2
1118.564,0.9361301530010552,Material2
1123.23,-0.9736319469828588,Material2
1127.8960000000002,0.5368852279718087,Material2
1132.562,-0.44879563786990384,Material2
1137.228,0.2518665782676707,Material2
1141.894,-2.4689220238696663,Material2
1146.56,2.5034283694850186,Material2
1151.226,0.35597385298266515,Material2
1155.892,-0.6619387227664372,Material2
1160.558,-0.7884850760053279,Material2
1165.2240000000002,0.3768251513529097,Material2
1169.89,1.1736718272126074,Material2
1174.556,-2.5294072094307647,Material2
1179.2220000000002,-0.520100266815833,Material2
1183.888,-0.5691930673989904,Material2
1188.554,-1.0529050140242522,Material2
1193.22,0.40607396820930686,Material2
1197.886,0.6181548038521592,Material2
1202.5520000000001,1.8555201617990433,Material2
1207.218,-0.49762598605817393,Material2
1211.884,1.5010498619799706,Material2
1216.5500000000002,1.125181997018946,Material2
1221.2160000000001,-1.135847072312418,Material2
1225.882,-0.36406044990778985,Material2
1230.5480000000002,2.53786205235852,Material2
1235.214,-0.9448302287773673,Material2
1239.88,-0.8216336742077763,Material2
1244.546,-0.4126972734931805,Material2
1249.212,-1.191029656417367,Material2
1253.8780000000002,2.933751416134509,Material2
1258.544,-0.4683596736741706,Material2
1263.21,-0.12206626828842071,Material2
1267.8760000000002,3.1886173895921406,Material2
1272.542,0.5873706548949089,Material2
1277.208,1.4020565405026395,Material2
1281.874,0.4600012110458358,Material2
1286.54,1.2824187079187337,Material2
1291.2060000000001,0.770647783084763,Material2
1295.872,-0.8877411451785102,Material2
1300.538,-3.0326809142233753,Material2
1305.2040000000002,-1.5773557170880492,Material2
1309.8700000000001,-1.668557983261315,Material2
1314.536,-1.3256287607412323,Material2
1319.2020000000002,0.4694022794748619,Material2
1323.868,-0.4929905920268374,Material2
1328.534,0.8664271238393726,Material2
1333.2,0.144099823093253,Material2
1337.866,-2.7268980575756645,Material2
1342.5320000000002,2.9897716621164765,Material2
1347.198,1.608239272647365,Material2
1351.864,0.17589191298146217,Material2
1356.5300000000002,-1.9349034627520358,Material2
1361.196,2.253671860519412,Material2
1365.862,1.4888361857871475,Material2
1370.528,-0.2153609276728631,Material2
1375.194,-0.6434887272196876,Material2
1379.8600000000001,-0.7990084732656193,Material2
1384.526,2.0036442958244463,Material2
1389.192,0.17499216791821606,Material2
1393.8580000000002,-1.6825477953952206,Material2
1398.5240000000001,0.7904563383102453,Material2
1403.19,-0.2709205920887411,Material2
1407.8560000000002,0.9188635998631106,Material2
1412.522,-0.7062832139854478,Material2
1417.188,-0.6243495292241664,Material2
1421.854,0.7222628317596558,Material2
1426.52,1.165834078640016,Material2
1431.1860000000001,-0.6672056055672932,Material2
1435.852,0.8525491682536114,Material2
1440.518,-1.0197476471200624,Material2
1445.1840000000002,-0.5491953560989986,Material2
1449.8500000000001,0.0446739022131312,Material2
1454.516,1.3021704795254017,Material2
1459.182,1.1213725192799044,Material2
1463.8480000000002,0.704353153121483,Material2
1468.5140000000001,-0.9818079598861468,Material2
1473.18,-1.0906520564451223,Material2
1477.846,1.6868824234504105,Material2
1482.5120000000002,-1.3650908852540202,Material2
1487.178,0.21114992185520393,Material2
1491.844,0.33388728412911645,Material2
1496.51,0.12551290267478932,Material2
1501.1760000000002,0.7911419210403403,Material2
1505.842,1.8996893927640088,Material2
1510.508,2.68138225585459,Material2
1515.174,6.377905514656204,Material2
1519.8400000000001,6.027865316103524,Material2
1524.506,9.223957945607985,Material2
1529.172,13.51036291612126,Material2
1533.8380000000002,18.86613197617024,Material2
1538.5040000000001,22.792673483985787,Material2
1543.17,29.532474883167833,Material2
1547.836,36.786677980227005,Material2
1552.5020000000002,45.447841400270086,Material2
1557.1680000000001,46.38670480941888,Material2
1561.834,58.47604802902983,Material2
1566.5,61.066589253526956,Material2
1571.1660000000002,66.03867200155352,Material2
1575.832,68.91073765490145,Material2
1580.498,69.12052813015747,Material2
1585.164,67.62919165175683,Material2
1589.8300000000002,63.663799208266056,Material2
1594.496,60.54344151564165,Material2
1599.162,52.611299927138155,Material2
1603.8280000000002,50.25557032486455,Material2
1608.4940000000001,43.03738207842429,Material2
1613.16,34.40682596515786,Material2
1617.826,28.71138342647366,Material2
1622.4920000000002,20.91936357862301,Material2
1627.1580000000001,17.3833501708688,Material2
1631.824,10.943612683685348,Material2
1636.49,10.276518263807857,Material2
1641.1560000000002,5.64811363747609,Material2
1645.8220000000001,2.5597035217738178,Material2
1650.488,3.5118099385485295,Material2
1655.154,0.6993230383982847,Material2
1659.8200000000002,0.8759283507352128,Material2
1664.486,0.3158575924404007,Material2
1669.152,0.6060413658763368,Material2
1673.8180000000002,1.0588644305768486,Material2
1678.4840000000002,-2.0545866911451807,Material2
1683.15,-1.1435070116721016,Material2
1687.816,0.9687741231059168,Material2
1692.4820000000002,-2.3252203238435882,Material2
1697.1480000000001,-0.8640576873369074,Material2
1701.814,-1.3905689154936045,Material2
1706.48,-0.5321698605527834,Material2
1711.1460000000002,2.0052074898022347,Material2
1715.8120000000001,-0.9617616873187989,Material2
1720.478,0.3320106767559981,Material2
1725.144,0.9090013894838409,Material2
1729.8100000000002,-0.881568872572338,Material2
1734.476,0.6224531863371975,Material2
1739.142,-2.1757297555560373,Material2
1743.808,3.071884574435718,Material2
1748.4740000000002,-1.7266386441125576,Material2
1753.14,-0.6696248081379381,Material2
1757.806,-3.2635588427212525,Material2
1762.4720000000002,1.9795054732299113,Material2
1767.1380000000001,-0.12092842184008848,Material2
1771.804,-1.3705769496597517,Material2
1776.47,-1.1556330555704246,Material2
1781.1360000000002,1.6895661301491565,Material2
1785.8020000000001,-2.3996241949618486,Material2
1790.468,2.9815906128515226,Material2
1795.134,1.2330526544524874,Material2
