log2fc,p,label
-2.964528837841651,0.3972751718845696,G264
-0.5434955079326346,0.025942974909224054,G265
2.4204150122474024,0.05116920171830705,G266
0.4348842714636474,0.0663587821750466,G267
-0.5595722860494895,0.4390019435491361,G268
0.46508020950030626,0.4607310616369928,G269
-1.5609583529944429,0.008845794108266776,G270
-0.29732336269763543,0.8346698830712591,G271
0.09947747301573849,0.0017564654671926015,G272
-0.08610065182104851,0.7196172052331168,G273
0.7908061216900806,0.0010119163920709246,G274
0.34464522623605237,0.018512842976998817,G275
0.668326018107997,0.6065238050646229,G276
-0.6883722822307594,0.005782768615870058,G277
0.8978154084105481,0.07073601124447504,G278
1.6289369476239914,0.09103955143855404,G279
-0.9701495196514126,0.01475280887878769,G280
-0.8876956557145598,0.3582819460586256,G281
1.3357843363202329,0.6170223972436915,G282
-0.19134398669506028,0.6689464981077001,G283
1.403821392066557,0.03906938850610503,G284
-0.4425357118921839,0.1495947777223284,G285
1.4550455762707113,0.015328101339274317,G286
0.13148581680545218,0.014669510445755271,G287
0.2582288233226952,0.004193068882604915,G288
1.5647180216699044,0.8306343948677454,G289
-0.36177047744417123,0.7002006449243412,G290
-0.9411220959249583,0.46974742990401164,G291
-0.44856420802835434,0.1387195441136683,G292
0.4523339506431387,0.11808742502292963,G293
-1.5657590721805144,0.14866277572578754,G294
0.6374709026511215,0.1544807390733873,G295
-0.5387713176177432,0.08206509814030714,G296
1.1478126607335635,0.0022871764125345947,G297
-2.3942603049004716,0.0019844086585096513,G298
-0.7865657751041687,0.8634805415194485,G299
-1.686468151234102,0.11200160793858303,G300
-0.8262294663639526,0.8660832764800831,G301
0.24766590110894313,0.0043768911168970475,G302
-0.1792266254497549,0.1704152919128735,G303
-0.25337756894801494,0.008962263610494953,G304
-0.1591848713800608,0.016229752233245465,G305
0.20338824061994343,2.7147630913469644e-05,G306
-1.0085360419431078,0.0016831762782942717,G307
0.7068496408990508,0.7707128591438959,G308
0.6626659703854839,0.0332411946463682,G309
0.385037937656101,0.22489903743473524,G310
0.5565334427512632,0.10055379234674429,G311
0.2964180008086595,0.06421684215634284,G312
2.0350733027310675,0.15047207205830035,G313
-0.0870941710525099,0.006564302006434945,G314
-0.30708321833457675,0.966199828921021,G315
-0.7535275803573779,0.5479616716428142,G316
-1.0322626705778368,0.4078823104870076,G317
-1.2444717876010754,0.10300295469617615,G318
-0.8887973132309185,0.0035729545841389396,G319
-0.07068038165207131,0.780379971317047,G320
0.3342951284977145,0.039787000071679526,G321
0.051142058552161786,0.00012580188134513396,G322
-0.765535277429713,0.04014350222101285,G323
0.9001845640199633,0.5014310670732874,G324
0.7394126723009475,0.2414653919721794,G325
-0.159648307422017,0.4232916946015061,G326
-0.652916144664712,0.4998768992083295,G327
0.5484279208297995,0.00952200943137616,G328
0.18797358748610446,0.788334155582849,G329
-1.4481272594150476,0.08402168829000918,G330
-0.0679802559844049,0.2609338392007231,G331
0.26203581207438104,1.2306752638837962e-08,G332
-0.8996947864877538,0.9802371340411943,G333
0.189843392837443,0.02216350564557165,G334
-1.4548224852577891,0.00023905648560537419,G335
1.3361861000121709,0.09623690700735288,G336
1.2479499850594318,0.0021481898943552574,G337
-0.25251733430296475,0.003534501642539116,G338
0.36345433783907316,0.25277500660612257,G339
-2.409921965799875,0.060664820317179305,G340
-1.1563476602653329,0.7834012189279306,G341
-0.2937789201521298,0.03250955758473626,G342
-1.0721330214268592,0.3829420707179628,G343
0.7143964826306588,0.09803558766166631,G344
1.997296530747994,0.28743236501135444,G345
-1.176614719429302,0.21567115227855133,G346
-0.8374634040851927,0.10567888853567621,G347
0.23544836830993032,0.857540424333668,G348
1.6111161484996208,0.040252622424437445,G349
-1.2223743125399031,0.005567396518681673,G350
0.24903612230694197,0.3117954848409926,G351
1.8212988508131087,0.6055119713922602,G352
-1.6517591481792673,6.522569412326897e-05,G353
-1.281069206845832,0.0909020403062446,G354
-0.42360660646083825,0.7108970359612575,G355
-0.520588412855411,0.42123174664279994,G356
0.8126012877536446,0.975623940206942,G357
0.24165971982083806,0.150071600051553,G358
-1.7749620596421283,0.28749040536563514,G359
0.5154104029008109,0.027675227780491363,G360
-0.5775388873556505,0.8507199299453759,G361
1.274447216941239,0.04916284173572181,G362
-0.6275875364369197,0.4027823194066668,G363
-0.6366152831022357,0.06551916200063271,G364
0.5411316108045314,0.1773328137122563,G365
0.7629264823369366,0.37290990060382095,G366
0.4480993639362036,0.13182105553045187,G367
-1.6855973173848082,0.7463557135157886,G368
0.5380344399282511,0.07371869812837248,G369
-1.034308051674399,0.27093019905311105,G370
0.2352761115882635,0.04012899776633337,G371
-1.4237344353990602,0.06799558090806744,G372
0.44632214754306365,0.08521310617647533,G373
-0.8065989043073726,0.0019911987384407287,G374
-1.2826346502605217,0.0007716927110687237,G375
0.7138201364823995,0.29739532766351173,G376
0.2416445216767513,0.2816782699407943,G377
-0.6139768013928971,0.29131520270949707,G378
1.4511788490210642,7.722994538019447e-06,G379
-0.44065242156974244,0.0348206173769801,G380
0.03210767397093466,0.007740049226863626,G381
0.2689134476786009,0.47118596644865035,G382
-0.6196659341286136,0.637455760175533,G383
0.47113629339992935,0.01501079906952753,G384
-0.5334523471647244,0.297875750767038,G385
-0.4116383222162092,0.002164852224199123,G386
1.362642639803341,0.0208314984422859,G387
-1.040586052512433,0.0026656423024135102,G388
-2.41278033092949,0.022790540416703177,G389
1.6109369950118944,0.3071869086895395,G390
2.549327952607003,0.7543834347639946,G391
-0.40526926544933184,0.008306522524869606,G392
-1.9368380406201853,0.15928975102713,G393
-0.31048397619594376,0.34504898536145856,G394
-0.2862229498406692,0.8653119497277925,G395
-0.18992384102225704,0.22704852374164217,G396
-1.1133880419218483,0.016602243318586094,G397
0.5795611424764774,0.2447013939316564,G398
0.5245073752860862,0.0329191165761765,G399
